Id salarie	Date de naissance	Date dembauche	Salaire	
53	23/03/1966	27/11/2004	7779200	
54	23/10/1986	22/10/2004	7481369	
55	04/07/1969	21/04/2011	8710909	
56	09/06/1973	19/08/2015	8309369	
57	26/08/1969	23/06/2008	4033393	
58	12/04/1977	05/08/2014	7533690	
59	07/03/1978	07/03/1996	5079005	
60	14/12/1964	25/04/2013	8790214	
61	09/10/1983	13/07/2011	8225872	
62	22/11/1964	13/08/2008	5103857	
63	12/01/1985	12/01/2003	6473094	
64	02/08/1978	02/08/1996	5358301	
65	31/08/1970	25/10/2016	3758125	
66	16/10/1989	18/11/2010	4726658	
67	25/02/1981	17/01/2017	6328845	
68	06/07/1986	06/07/2004	4625569	
69	18/11/1987	29/02/2016	8982815	
70	10/04/1971	06/02/2010	9255244	
71	03/05/1980	11/03/2013	7486225	
72	15/12/1968	19/05/1992	5287940	
73	02/11/1983	01/11/2001	3985025	
74	03/04/1967	16/03/2006	4767373	
75	08/11/1979	07/11/1997	3720745	
76	06/07/1974	22/09/2015	4781572	
77	15/12/1977	02/01/2003	8863508	
78	19/06/1981	20/06/1999	6971664	
79	09/12/1981	09/12/1999	4774716	
80	21/03/1971	30/07/1990	7439106	
81	25/07/1977	01/03/2007	7511942	
82	28/05/1966	27/01/1995	7113844	
83	04/02/1968	01/02/2008	8888494	
84	24/05/1974	11/02/1994	4145918	
85	08/07/1982	07/07/2000	4900176	
86	14/01/1968	27/06/2014	9383000	
87	30/01/1988	24/09/2010	6831732	
88	19/03/1965	05/08/1997	7496369	
89	09/08/1969	24/01/2002	7855479	
90	06/04/1980	06/04/1998	3817828	
91	07/09/1985	07/09/2003	5434630	
92	11/01/1978	30/08/1997	4450053	
93	07/09/1964	21/07/1990	7343795	
94	06/02/1968	30/07/1991	6712884	
95	30/03/1982	31/03/2016	4619185	
96	17/06/1978	26/01/2001	6488050	
97	31/07/1986	30/07/2004	4250988	
98	27/08/1978	27/08/1996	6524834	
99	26/11/1969	21/08/1994	5930442	
100	15/03/1964	12/06/2002	5269173	
101	13/09/1970	16/05/1992	6664094	
102	23/10/1988	24/10/2006	7278700	
103	22/08/1973	17/07/2000	4567741	
104	21/08/1964	19/11/2010	7786219	
105	18/06/1969	26/04/2013	4652570	
106	12/09/1975	15/10/2002	7474118	
107	09/01/1985	09/01/2003	6915970	
108	16/02/1966	06/10/2013	7022222	
109	28/05/1981	23/07/2006	6549547	
110	17/11/1966	27/07/2006	4491580	
111	23/09/1983	10/03/2016	7576814	
112	10/02/1979	17/04/2017	8106697	
113	03/02/1976	27/01/1998	4733076	
114	24/04/1989	24/04/2007	6498690	
115	19/10/1965	03/01/1996	3900003	
116	05/12/1976	11/05/1996	7971895	
117	02/10/1979	01/10/1997	8907382	
118	19/01/1971	27/07/2005	3856408	
119	07/09/1978	06/03/2000	6014566	
120	27/05/1976	17/11/2004	6509053	
121	30/08/1978	28/11/2016	8884109	
122	15/09/1973	15/02/2000	8025306	
123	20/12/1973	28/11/2012	6360079	
124	01/03/1963	08/01/2000	7224639	
125	20/04/1964	07/09/1992	4863575	
126	18/08/1972	01/08/1999	7971815	
127	05/12/1963	09/03/2011	4717913	
128	21/09/1985	21/09/2003	7396608	
129	25/03/1985	25/03/2003	9216019	
130	23/11/1967	04/12/1991	6074474	
131	04/10/1968	05/08/1996	4742488	
132	22/04/1986	23/01/2006	7730648	
133	24/09/1989	25/09/2007	7762852	
134	19/12/1966	15/01/2016	7530184	
135	13/08/1970	20/04/1992	5992519	
136	09/06/1989	09/06/2007	5516432	
137	17/03/1972	20/02/1991	6557908	
138	07/03/1974	30/04/2017	5260453	
139	16/05/1982	30/01/2005	9462269	
140	03/04/1973	07/02/1997	7283868	
141	26/04/1964	11/04/1995	8168691	
142	11/12/1986	10/12/2004	8317649	
143	18/02/1988	25/04/2008	6612798	
144	06/08/1963	04/05/1992	6959346	
145	15/11/1978	14/11/1996	7457628	
146	03/09/1971	25/07/1997	5791250	
147	02/07/1971	30/09/2001	5903211	
148	28/10/1972	13/12/1998	7521994	
149	17/06/1987	17/06/2005	6863318	
150	05/07/1981	04/10/2012	4214093	
151	06/08/1977	04/06/2008	6821913	
152	31/05/1972	04/12/2013	8159920	
153	08/11/1985	08/11/2003	9181781	
154	08/10/1983	07/10/2001	6468623	
155	28/10/1965	06/11/2008	5417853	
156	05/04/1980	18/10/2010	4926471	
157	24/02/1985	24/02/2003	5847709	
158	23/02/1964	21/01/2016	4193147	
159	16/05/1966	11/09/2007	7331778	
160	12/10/1965	02/02/2008	4896475	
161	25/08/1982	25/12/2015	8715717	
162	01/09/1983	25/12/2012	7688080	
163	01/07/1973	30/10/2009	6327483	
164	21/09/1977	22/09/1995	5822495	
165	02/07/1966	27/05/2017	5341591	
166	21/05/1972	16/02/2004	5322195	
167	17/07/1980	04/04/2017	6323059	
168	04/10/1981	04/10/1999	7291079	
169	07/02/1981	21/12/2008	5763539	
170	10/11/1988	10/11/2006	8438878	
171	04/09/1967	06/03/1991	8922142	
172	19/10/1974	24/12/2011	5379010	
173	26/03/1983	02/12/2004	6783441	
174	26/04/1973	25/06/2000	7762371	
175	08/06/1977	14/06/2002	8445168	
176	29/01/1971	31/10/2003	6809555	
177	08/12/1974	07/12/1992	5748098	
178	23/08/1966	13/06/2006	9304026	
179	23/12/1980	23/03/2012	6460618	
180	28/12/1967	17/04/1992	8608713	
181	04/03/1981	06/10/2001	3830485	
182	23/01/1985	23/01/2003	5768555	
183	08/02/1967	08/06/2008	3816271	
184	24/08/1972	09/03/2001	9261471	
185	18/03/1980	13/03/2002	4810996	
186	09/08/1982	08/08/2000	9460280	
187	09/01/1984	09/01/2002	6170451	
188	24/03/1981	25/03/1999	9368049	
189	05/10/1975	10/12/2013	9358699	
190	18/04/1982	18/04/2000	8689382	
191	08/11/1971	27/08/2006	7023280	
192	15/01/1965	01/08/1990	7800150	
193	12/11/1967	10/01/1990	4812584	
194	15/02/1971	29/01/1995	3678150	
195	29/11/1979	28/11/1997	8247928	
196	13/05/1971	22/04/2004	5357212	
197	17/07/1984	17/07/2002	4462811	
198	27/09/1963	01/06/1997	7967234	
199	14/09/1985	14/09/2003	6121860	
200	04/01/1988	03/01/2006	3922660	
201	07/03/1985	17/11/2004	4331964	
202	21/11/1964	26/01/2006	9321893	
203	19/09/1963	07/08/2003	8858090	
204	30/08/1976	31/08/1994	7120149	
205	04/09/1986	08/06/2015	7456297	
206	28/08/1965	20/01/2009	4138244	
207	01/12/1987	01/12/2005	7636426	
208	20/12/1966	17/04/2000	4469822	
209	24/04/1980	19/07/2011	7666987	
210	19/05/1973	06/12/2016	9349516	
211	06/01/1963	10/05/2014	9134725	
212	30/04/1968	16/09/1994	5044554	
213	04/06/1963	27/08/1993	4871382	
214	16/05/1967	24/02/2009	3832295	
215	29/06/1983	28/06/2001	9560140	
216	06/07/1969	08/12/1998	6626206	
217	07/10/1977	04/04/2016	3834254	
218	15/05/1969	03/01/2013	9312777	
219	09/05/1970	19/06/2016	6180373	
220	21/12/1971	19/04/1991	8361873	
221	31/08/1965	07/12/1992	8459045	
222	27/09/1985	15/02/2008	4773019	
223	28/08/1989	06/12/2008	4354918	
224	29/11/1975	07/02/2002	6920133	
225	29/11/1983	28/11/2001	5569119	
226	06/06/1983	06/06/2001	4357185	
227	08/10/1983	18/10/2017	8066322	
228	16/02/1973	29/08/2007	6147301	
229	21/05/1965	02/03/1996	4189011	
230	02/09/1980	31/03/2007	4777800	
231	18/05/1968	05/10/2002	5951423	
232	04/08/1973	13/09/2012	4223674	
233	21/06/1973	02/09/2000	4325681	
234	07/06/1982	14/12/2002	6221997	
235	12/04/1966	07/05/2001	6832611	
236	04/10/1984	15/03/2014	6319783	
237	05/03/1977	30/09/2006	9249757	
238	14/08/1976	30/07/2012	4757770	
239	10/11/1974	30/03/2000	4749070	
240	01/09/1970	02/01/2014	8752647	
241	14/01/1984	13/01/2002	9276793	
242	16/01/1964	26/06/1998	4240221	
243	23/05/1967	19/01/1995	5488031	
244	01/10/1979	30/09/1997	8642016	
245	29/09/1963	11/09/2006	9048510	
246	03/02/1968	12/02/1993	5717812	
247	11/01/1982	21/02/2015	6616022	
248	02/06/1982	15/07/2011	9066624	
249	20/07/1967	27/03/1999	8314056	
250	22/03/1970	22/06/2010	4338614	
251	04/08/1974	21/12/2001	9010119	
252	25/05/1985	25/05/2003	7720443	
253	25/05/1984	25/05/2002	8211246	
254	18/02/1987	25/05/2006	5756559	
255	23/01/1975	26/05/2015	5889193	
256	17/10/1963	08/03/1991	5068926	
257	25/10/1965	18/07/2002	7047821	
258	25/09/1965	28/05/1999	8037685	
259	08/11/1980	10/04/2014	9345165	
260	05/12/1988	05/12/2006	8005261	
261	24/07/1965	28/04/1991	9582692	
262	04/11/1981	14/01/2017	9066393	
263	07/11/1964	19/12/1992	6374248	
264	01/12/1984	30/11/2016	5006621	
265	02/01/1989	02/01/2007	7807191	
266	21/08/1986	29/04/2007	9451692	
267	21/02/1971	03/04/1999	6408207	
268	28/12/1977	10/04/2010	8790414	
269	08/04/1984	18/08/2014	5226324	
270	10/11/1964	24/06/1994	4933448	
271	18/07/1974	25/08/2005	6345601	
272	02/08/1974	01/07/1993	4470531	
273	19/02/1975	17/05/2007	6640017	
274	12/10/1964	27/04/2004	4288641	
275	20/11/1989	21/11/2007	5083036	
276	26/02/1981	13/04/2016	7213598	
277	29/08/1984	30/08/2002	9424368	
278	17/11/1972	21/08/2010	6737606	
279	03/01/1972	31/08/1995	7546415	
280	06/10/1976	07/06/2015	7395226	
281	04/08/1965	06/11/2000	8312900	
282	26/04/1984	13/02/2014	4850291	
283	10/07/1965	19/01/1995	6222189	
284	30/05/1973	23/12/2001	7256259	
285	26/06/1980	30/08/2010	7677803	
286	19/02/1972	02/09/2002	6952501	
287	06/05/1964	06/01/1999	6188605	
288	05/02/1975	04/02/1993	5059026	
289	14/08/1983	13/08/2001	5311192	
290	13/03/1971	26/05/2016	7032150	
291	15/12/1966	08/08/1997	3646957	
292	01/09/1970	03/10/2002	4743592	
293	10/08/1987	09/08/2005	7706353	
294	29/11/1979	24/03/2010	4145514	
295	27/05/1984	28/05/2002	7952835	
296	23/05/1987	09/08/2014	9084002	
297	24/10/1966	26/05/1995	4838994	
298	29/08/1976	27/07/2016	5323476	
299	31/01/1974	23/02/2012	5147377	
300	07/04/1989	07/04/2007	8344541	
301	27/06/1983	27/06/2001	6448495	
302	13/01/1970	03/01/1994	5977779	
303	02/04/1969	19/07/2016	6988519	
304	16/02/1971	18/12/1998	6435974	
305	23/08/1969	09/10/1999	7819159	
306	03/10/1974	28/11/2003	7807276	
307	14/04/1972	17/04/2007	5482240	
308	16/06/1978	01/04/2016	6571802	
309	17/09/1974	17/12/2015	5061457	
310	23/05/1967	21/03/2017	8204178	
311	14/09/1989	14/09/2007	6913820	
312	18/12/1971	26/12/2014	4424512	
313	04/12/1987	31/12/2014	5893287	
314	24/10/1983	24/10/2001	9160308	
315	04/12/1965	12/07/2010	7379084	
316	01/12/1968	24/08/1994	6781821	
317	19/06/1983	06/04/2009	5921215	
318	25/05/1980	16/04/2008	3673345	
319	18/10/1966	26/06/2016	5815654	
320	24/03/1975	15/03/2003	3702936	
321	04/05/1972	22/09/2013	8421730	
322	21/12/1971	18/11/2011	5653080	
323	06/11/1964	13/07/2010	6534198	
324	03/04/1978	24/03/2003	8174793	
325	17/01/1980	03/07/2004	3622494	
326	12/07/1987	12/07/2005	9327662	
327	25/04/1982	24/07/2000	5249683	
328	31/05/1973	19/02/2010	7268317	
329	05/12/1976	13/01/2010	9483590	
330	31/08/1978	27/02/2000	4149850	
331	22/11/1970	10/01/1999	6612622	
332	27/06/1970	09/03/2000	4794664	
333	11/05/1977	03/11/1999	5978773	
334	19/10/1977	20/10/1995	9203262	
335	07/04/1968	28/11/2005	7240323	
336	12/09/1979	06/11/2006	5461475	
337	04/08/1983	26/07/2017	8876719	
338	13/02/1966	18/08/1994	7108625	
339	14/05/1964	31/08/2012	4248144	
340	22/07/1977	27/10/2014	6529127	
341	03/06/1963	21/12/1999	7022276	
342	12/04/1964	15/04/1996	5430027	
343	26/05/1963	02/03/1999	5280737	
344	02/06/1987	24/07/2014	8966981	
345	31/07/1969	29/08/2007	9117717	
346	12/11/1967	29/07/2001	9581164	
347	01/08/1971	30/05/2007	4043303	
348	30/10/1977	30/10/1995	6109630	
349	10/11/1968	10/03/2002	8003982	
350	30/07/1970	05/09/2006	9231592	
351	09/09/1964	05/11/2012	5332839	
352	04/08/1983	15/12/2006	3813154	
353	07/01/1975	15/01/2007	6441937	
354	21/03/1967	22/02/2011	8212975	
355	26/04/1970	22/01/2012	9569389	
356	05/08/1963	16/06/2011	6111366	
357	29/05/1972	28/04/2010	8393616	
358	10/05/1963	19/02/1992	7925337	
359	12/11/1967	14/10/1991	4827293	
360	26/05/1989	13/11/2007	8372065	
361	19/05/1981	17/02/2000	5803479	
362	19/10/1964	19/04/2011	4243314	
363	05/05/1984	21/08/2002	8366440	
364	24/07/1981	02/10/2002	3953283	
365	31/05/1968	14/11/1992	8879655	
366	24/10/1973	30/07/2007	3922397	
367	11/11/1980	06/07/2002	7663514	
368	14/09/1965	06/08/1993	4359535	
369	03/01/1979	29/10/1998	5875197	
370	12/01/1965	12/10/2001	6505190	
371	30/11/1988	01/12/2006	4943246	
372	12/05/1984	26/05/2002	6898073	
373	28/04/1980	15/08/2008	8369326	
374	16/03/1976	06/01/2015	5727654	
375	17/05/1983	17/05/2001	9209665	
376	15/07/1988	15/07/2006	5835133	
377	03/08/1980	21/08/2000	8048690	
378	16/08/1989	24/01/2008	4425361	
379	10/04/1978	09/07/2000	5777346	
380	17/01/1979	17/01/1997	5052184	
381	17/03/1966	15/04/1997	6988605	
382	02/05/1982	05/03/2009	6939741	
383	25/04/1967	20/11/2016	5302661	
384	05/08/1965	16/09/2005	8202181	
385	06/09/1980	20/08/2002	7434311	
386	01/02/1983	28/07/2011	7024334	
387	20/02/1979	05/01/2017	4315029	
388	05/08/1986	08/11/2017	4365811	
389	27/03/1967	14/10/2016	9082219	
390	16/01/1974	16/07/2003	7251040	
391	03/05/1977	03/05/1995	7248165	
392	01/10/1973	29/02/2012	9207747	
393	15/03/1969	28/05/2015	7861161	
394	24/03/1988	24/03/2006	3916367	
395	22/03/1983	22/11/2009	7971333	
396	25/05/1974	06/08/1997	5632898	
397	09/03/1986	16/12/2005	8213644	
398	23/09/1970	19/05/2016	9447685	
399	30/04/1989	01/05/2007	8820592	
400	22/07/1975	22/07/1993	5942653	
401	04/12/1971	10/04/1993	6877092	
402	25/08/1970	30/10/1994	4309469	
403	16/09/1987	28/04/2012	5130048	
404	11/10/1977	21/04/1997	7491141	
405	14/12/1973	05/12/1993	8165106	
406	28/10/1988	28/10/2006	4409558	
407	29/11/1977	30/11/1995	7263105	
408	21/09/1967	21/04/2003	3841469	
409	25/12/1982	01/10/2015	4748706	
410	03/04/1967	07/04/2010	4005397	
411	12/10/1981	10/09/2004	4143713	
412	24/06/1978	18/03/2002	9421985	
413	14/01/1978	31/05/2002	7937584	
414	28/04/1974	17/03/1999	4110292	
415	11/12/1983	11/12/2001	6287619	
416	23/08/1967	31/10/2003	7682516	
417	13/05/1978	13/05/1996	7461353	
418	27/09/1964	19/07/2010	6399658	
419	05/02/1987	23/04/2012	6333618	
420	27/02/1972	27/10/2012	8750626	
421	18/01/1967	02/11/2003	4750802	
422	03/04/1978	12/10/2015	8617270	
423	04/01/1966	06/04/2009	7074798	
424	15/11/1972	20/06/1999	6587863	
425	05/06/1983	04/06/2001	5719136	
426	06/02/1967	10/02/1994	7481511	
427	21/04/1963	17/09/2007	8989800	
428	25/11/1981	15/01/2003	3646009	
429	17/03/1979	16/03/1997	9043237	
430	15/03/1981	07/06/2004	9091625	
431	11/12/1975	10/12/1993	5274056	
432	27/08/1974	21/11/2004	7023330	
433	18/05/1978	17/05/1996	7944906	
434	16/02/1982	16/02/2000	4833963	
435	12/07/1983	09/05/2008	8371049	
436	18/09/1963	08/11/2017	8120829	
437	02/11/1973	02/11/1991	5472117	
438	16/10/1987	16/10/2005	8788239	
439	18/04/1983	22/12/2011	6003557	
440	21/05/1971	12/03/2001	5798489	
441	15/10/1965	19/01/1991	7280265	
442	28/11/1980	25/07/2005	6633773	
443	19/11/1977	04/11/2006	8704905	
444	11/01/1982	11/01/2000	7031532	
445	18/11/1979	18/11/1997	3913417	
446	13/03/1986	12/01/2016	8055746	
447	10/11/1969	04/09/1995	8850215	
448	21/02/1982	06/09/2005	5066660	
449	04/02/1984	01/03/2004	8585564	
450	01/05/1965	16/06/2005	4651447	
451	21/12/1989	12/10/2012	7187656	
452	11/03/1980	06/09/2014	7078312	
453	21/05/1974	27/03/2007	6461865	
454	22/08/1988	14/04/2012	7336527	
455	04/03/1970	08/05/2009	4869694	
456	06/03/1979	21/01/2002	9324912	
457	29/01/1986	02/05/2013	7439904	
458	29/07/1981	19/05/2016	7251244	
459	17/05/1974	02/12/2010	8984341	
460	23/12/1982	26/06/2009	3805116	
461	02/01/1977	19/01/2012	4430936	
462	22/11/1963	28/12/2010	4166717	
463	26/12/1976	06/08/2016	9586407	
464	29/05/1982	29/03/2010	4414066	
465	24/05/1987	24/05/2005	5141138	
466	15/08/1971	28/11/2011	6391172	
467	26/02/1972	06/01/2003	6228750	
468	28/01/1975	16/08/1998	8599638	
469	05/07/1982	01/09/2009	5352858	
470	06/10/1985	27/10/2003	8176197	
471	20/10/1981	30/12/2004	5993521	
472	05/12/1964	21/07/2016	8518693	
473	17/01/1972	08/03/2004	5705867	
474	29/09/1975	28/09/1993	4622989	
475	15/05/1989	15/05/2007	5023421	
476	09/08/1968	20/09/2005	3693324	
477	09/04/1974	08/04/1992	5978607	
478	13/08/1976	26/02/2015	8088602	
479	07/05/1988	08/05/2006	7552947	
480	02/07/1974	15/08/2015	9167112	
481	26/11/1986	26/11/2004	6869442	
482	07/01/1984	06/01/2002	6092201	
483	20/07/1983	04/05/2005	4439643	
484	09/08/1989	01/11/2013	5161370	
485	09/10/1964	02/12/2006	7277909	
486	11/11/1963	24/05/2004	4721312	
487	04/02/1972	13/07/1995	7195350	
488	23/01/1985	24/01/2003	8231394	
489	12/03/1966	09/09/2011	9085965	
490	22/10/1976	27/11/1999	7538068	
491	20/03/1985	07/06/2006	5517456	
492	13/07/1983	02/05/2007	5922719	
493	11/02/1982	12/02/2000	5439241	
494	15/06/1985	15/06/2003	7985462	
495	27/09/1974	27/01/1995	4320145	
496	22/03/1964	26/11/2011	6927360	
497	03/01/1988	02/01/2006	6528288	
498	14/04/1965	14/10/2002	7293596	
499	16/05/1976	19/02/2011	8265649	
500	07/10/1963	05/10/2013	8740069	
501	01/07/1975	21/12/1999	6869830	
502	24/05/1968	07/06/2015	3885933	
503	18/09/1982	17/09/2000	7795496	
504	05/10/1967	29/11/1997	8814580	
505	12/10/1963	18/03/1993	8088012	
506	30/11/1977	30/11/1995	8285544	
507	04/01/1985	22/07/2008	8661761	
508	11/02/1971	22/02/2006	5219863	
509	25/09/1963	15/11/2016	7195652	
510	27/03/1985	03/12/2007	5521360	
511	09/09/1967	26/08/2015	8958316	
512	15/02/1964	04/02/2010	4796373	
513	29/10/1975	20/05/1997	4375488	
514	13/12/1965	06/07/2000	9034420	
515	09/08/1963	24/10/2004	7652080	
516	20/04/1979	08/09/2000	8812298	
517	30/09/1967	28/09/2010	6261433	
518	27/07/1970	13/06/2003	8084124	
519	24/01/1981	25/01/1999	8614269	
520	10/12/1982	19/09/2014	6119811	
521	21/10/1966	19/10/2010	6719819	
522	15/12/1978	24/11/1997	6654481	
523	09/08/1964	30/01/2009	8151646	
524	21/06/1989	28/11/2014	3811319	
525	24/01/1970	06/03/1997	5130651	
526	17/07/1977	25/04/2013	3860359	
527	26/06/1978	26/01/2013	8037770	
528	04/07/1966	28/03/2014	5375713	
529	30/03/1969	22/09/2008	8168856	
530	13/04/1989	13/04/2007	5853735	
531	17/12/1964	19/09/1991	6044248	
532	11/09/1989	11/09/2007	8354620	
533	03/05/1982	02/05/2000	9085532	
534	06/05/1975	28/09/2011	9229947	
535	24/04/1968	15/05/1993	5971983	
536	14/04/1972	18/06/2005	9498650	
537	09/01/1984	10/11/2007	4489200	
538	31/07/1986	11/08/2007	3933940	
539	06/08/1987	12/11/2009	5182425	
540	18/06/1968	30/06/2011	5423648	
541	21/10/1977	13/01/2001	6627052	
542	16/09/1970	01/09/2005	7666521	
543	28/02/1971	09/05/2015	7628821	
544	02/06/1970	21/06/1993	6766943	
545	21/11/1966	17/07/1996	9166203	
546	17/04/1964	06/06/1995	5790604	
547	03/12/1979	14/02/1998	8387466	
548	10/03/1982	09/03/2000	5843598	
549	31/10/1985	01/11/2003	8474938	
550	04/06/1967	15/11/1992	6737463	
551	14/05/1979	23/05/2013	3688949	
552	20/03/1965	04/08/2005	5802661	
553	09/12/1976	24/07/2004	8403966	
554	06/03/1987	29/09/2007	8912984	
555	30/04/1989	01/05/2007	8449410	
556	14/09/1979	14/09/1997	9283414	
557	23/05/1970	31/12/2004	8567667	
558	26/10/1979	06/11/2003	5103908	
559	03/07/1970	19/08/2015	9301781	
560	30/08/1981	31/08/1999	8571624	
561	20/02/1974	06/06/2005	6125341	
562	05/10/1988	05/10/2006	6384088	
563	14/09/1987	01/06/2015	9127046	
564	07/10/1977	06/02/1997	7255793	
565	22/07/1978	13/08/2012	5062464	
566	07/04/1965	04/02/2004	7520737	
567	18/11/1974	18/11/1992	7085481	
568	29/11/1970	25/08/2015	7383404	
569	22/10/1967	06/02/2014	8971931	
570	22/11/1973	14/12/2004	7880675	
571	26/11/1965	22/08/2012	4147913	
572	22/07/1966	05/03/2012	4117179	
573	05/01/1965	25/07/2006	9335308	
574	11/09/1972	28/10/1991	3836584	
575	17/01/1981	20/01/2000	4126963	
576	15/10/1985	16/10/2003	5891321	
577	15/02/1976	06/03/2017	5304085	
578	15/03/1978	21/09/2003	6673252	
579	12/04/1974	03/02/2000	4208301	
580	03/03/1977	07/10/2010	8067768	
581	26/07/1967	15/05/2006	6980923	
582	29/01/1967	04/12/2011	7993830	
583	10/04/1976	10/04/1994	4981891	
584	18/04/1978	14/04/2001	4092444	
585	19/08/1985	12/10/2014	4200906	
586	15/08/1973	28/11/1998	6626077	
587	02/03/1974	13/05/2011	3973248	
588	18/02/1987	18/02/2005	4151506	
589	14/08/1985	14/08/2003	8812788	
590	06/12/1977	01/06/2002	7028610	
591	28/01/1987	28/01/2005	8674680	
592	06/02/1975	20/06/2010	7327594	
593	21/09/1964	06/08/2006	8460245	
594	18/11/1989	09/12/2012	7197157	
595	18/05/1986	27/04/2013	9076543	
596	21/11/1987	20/11/2005	5256087	
597	07/09/1966	30/10/1994	5863127	
598	26/10/1977	29/10/2003	6070805	
599	13/09/1984	13/09/2002	5698492	
600	17/01/1983	01/12/2004	5281342	
601	01/03/1985	01/11/2005	5598704	
602	04/01/1966	22/03/2010	6438250	
603	18/09/1969	19/10/2003	9120726	
604	20/04/1971	05/08/1998	7112956	
605	22/11/1981	23/05/2013	8382919	
606	07/11/1976	22/08/2005	7344049	
607	18/08/1979	17/07/1998	5015242	
608	24/08/1975	10/03/2000	4982008	
609	26/07/1965	08/05/1997	6851635	
610	29/10/1979	29/10/1997	3994865	
611	18/06/1969	21/08/1997	4677085	
612	26/02/1970	19/10/2014	9297310	
613	23/06/1969	16/11/2013	6841889	
614	12/03/1982	10/02/2016	7165724	
615	26/01/1981	30/12/2013	7055595	
616	02/08/1987	27/02/2006	3801661	
617	28/11/1981	09/06/2007	8173139	
618	14/06/1964	09/09/1996	4106259	
619	23/11/1968	26/09/2012	4285660	
620	01/09/1963	11/01/2000	6228093	
621	12/04/1964	30/08/2006	4928514	
622	17/07/1984	18/07/2002	4946964	
623	27/06/1983	05/11/2005	6718964	
624	22/03/1966	31/01/2013	4456123	
625	12/01/1984	14/02/2006	5236067	
626	19/10/1964	01/07/2001	6605440	
627	07/10/1983	06/10/2001	9455240	
628	19/12/1971	08/10/2002	8168001	
629	04/04/1976	29/08/2008	4550021	
630	29/08/1971	13/05/1994	6192650	
631	19/01/1980	18/01/1998	8373514	
632	02/02/1974	20/07/2005	6004964	
633	15/02/1971	13/11/2004	8432021	
634	02/02/1989	03/02/2007	3919166	
635	23/10/1967	01/03/1998	5663363	
636	07/08/1988	24/12/2016	8223479	
637	21/12/1976	16/06/2001	8832386	
638	31/10/1968	19/08/2002	7501417	
639	08/03/1976	09/09/2011	4856158	
640	22/05/1986	21/05/2004	6851503	
641	31/03/1978	13/09/2014	3871353	
642	29/04/1968	22/02/1994	8067944	
643	02/04/1988	03/04/2006	7356319	
644	19/01/1967	23/01/1996	9344723	
645	05/02/1967	04/02/2001	7120335	
646	03/06/1971	09/10/2016	5565646	
647	16/01/1976	17/07/1999	4472561	
648	27/06/1985	28/06/2003	7742812	
649	22/10/1981	04/05/2004	4383164	
650	27/10/1985	28/10/2003	5666032	
651	20/04/1969	27/10/1996	6949147	
652	18/03/1969	18/05/2006	9325677	
653	29/11/1989	16/03/2016	7977346	
654	22/04/1985	11/03/2013	6171470	
655	04/01/1969	31/03/1995	3997136	
656	09/06/1974	28/11/2005	8769710	
657	02/02/1967	24/11/1997	4515307	
658	03/09/1966	07/11/2010	8921438	
659	26/08/1975	25/08/1993	7825635	
660	26/11/1989	25/11/2017	3804037	
661	22/10/1982	15/02/2006	6185645	
662	09/06/1986	18/12/2014	9198773	
663	18/03/1970	01/11/2003	3673048	
664	15/06/1963	27/12/1993	6366769	
665	19/09/1968	03/02/2005	7534381	
